Old_Dialogue_ID,Old_Utterance_ID,Speaker,Emotion,Sentiment,Mean Pitch distance,Max Pitch distance,Mean Intensity distance,Max Intensity distance,Jitter distance,Shimmer distance,Mean Nhr distance,Speechrate distance
1008-1008,08-Sep,Rachel-Fireman No. 2,positive-neutral,negative-neutral,1.603366633,1.205900673,1.62388252,0.153786697,0.9805195,2.781459753,2.234368029,1.519387509
29-29,0-1,Monica-Rachel,negative-neutral,negative-neutral,0.115305122,0.301687982,1.069359981,0.089234059,0.637745518,0.218699579,0.219056762,0.387184785
29-29,01-Feb,Rachel-Monica,neutral-negative,neutral-negative,1.508324373,1.411690747,1.752083435,0.859456101,0.037426966,0.467078659,0.522546848,0.182965085
29-29,02-Mar,Monica-Rachel,negative-negative,negative-negative,1.856454011,1.918530473,1.752083435,0.859456101,1.098781153,0.48228461,0.024002211,0.242799706
29-29,03-Apr,Rachel-Monica,negative-neutral,negative-neutral,0.56651545,1.272580336,1.149491245,0.563579138,0.536137416,0.11873952,0.764875069,0.550722327
29-29,04-May,Monica-Rachel,neutral-neutral,neutral-neutral,1.634399077,0.51297944,1.77531419,1.18818487,2.977252047,2.941458107,2.343622705,0.481778691
29-29,05-Jun,Rachel-Monica,neutral-neutral,neutral-neutral,1.625947307,0.464978947,1.77531419,0.95101233,4.102539519,2.396140471,3.38798565,0.632443847
29-29,06-Jul,Monica-Rachel,neutral-neutral,neutral-neutral,0.888570876,0.126275117,1.462402717,0.95101233,1.024612377,0.295312845,0.492983602,0.160576032
29-29,07-Aug,Rachel-Monica,neutral-negative,neutral-negative,1.001854249,0.421382007,1.12104099,0.95101233,0.011853652,0.047441193,0.742916614,0.539519039
29-29,09-Oct,Monica-Rachel,negative-positive,negative-positive,0.369728579,0.39667484,0.130625563,1.217155499,4.475934565,1.461554995,2.67338459,0.280667604
237-237,0-1,Monica-Joey,neutral-neutral,neutral-neutral,0.081034059,0.039324677,1.09872971,0.347667599,1.413345479,0.125890188,1.104647081,0.521205221
237-237,01-Feb,Joey-Monica,neutral-neutral,neutral-neutral,0.188660106,2.931627759,1.269410573,0.584840139,0.625644248,0.142637435,0.832333766,0.118076934
237-237,02-Mar,Monica-Joey,neutral-negative,neutral-negative,0.067799585,1.987248194,1.201733289,0.270307169,0.625644248,0.901906478,0.166509837,0.444591006
237-237,03-Apr,Joey-Rachel,negative-positive,negative-negative,1.515708334,0.381362796,0.47922451,0.085833223,1.607369336,0.564932439,1.877247321,0.179809467
237-237,04-May,Rachel-Chandler,positive-negative,negative-negative,1.225217576,0.772508958,0.988310063,0.584616373,0.018900002,1.250822045,0.521248142,0.221199303
237-237,08-Sep,Chandler-Rachel,negative-negative,negative-negative,1.038720775,1.201619035,0.5762473,0.71872583,0.493828179,0.425793991,0.121822089,0.323470252
237-237,09-May,Rachel-Chandler,negative-negative,negative-negative,0.094391557,1.48394663,0.5762473,1.209222104,0.193370835,0.425899206,0.033840747,0.163011664
237-237,06-Jul,Chandler-Phoebe,negative-positive,negative-positive,0.832677099,1.131647917,0.201242729,0.460777795,0.489953528,0.050596413,0.0269601,0.376886493
237-237,07-Aug,Phoebe-Chandler,positive-negative,positive-negative,0.176854559,0.675400192,1.068484312,0.215529657,0.489953528,0.078325959,0.686820171,0.095199206
237-237,08-Sep,Chandler-Rachel,negative-negative,negative-negative,1.038720775,1.201619035,0.5762473,0.71872583,0.493828179,0.425793991,0.121822089,0.323470252
237-237,09-Oct,Rachel-Monica,negative-positive,negative-positive,0.946363356,2.142014239,0.116400436,0.0312928,0.01824698,1.281138088,1.39940648,0.326473165
237-237,10-May,Monica-Chandler,positive-negative,positive-negative,0.851971799,0.658067608,0.692647736,1.177929304,0.175123855,1.707037294,1.433247226,0.163461501
237-237,06-Oct,Chandler-Monica,negative-positive,negative-positive,0.975552472,2.747443312,1.962374777,0.932681167,0.512075159,0.883073643,0.861368498,0.278684374
237-237,10-Nov,Monica-Chandler,positive-neutral,positive-neutral,0.470807825,2.680294833,0.874037313,0.196936755,0.610246446,0.589932729,0.975744243,0.090072082
250-250,0-1,Phoebe-Chandler,positive-positive,positive-positive,0.531982898,0.157296277,1.083495667,0.288090309,1.283135124,1.866750941,4.599353765,0.127729269
250-250,01-Feb,Chandler-Phoebe,positive-positive,positive-positive,1.311829286,0.366097007,1.794042621,0.7523392,1.784000685,0.936193799,5.64159235,0.201680307
250-250,02-Mar,Phoebe-Chandler,positive-positive,positive-positive,0.797354656,0.304176633,0.342926003,0.507091063,0.213260081,0.814728959,1.119351327,0.185359676
250-250,03-Apr,Chandler-Phoebe,positive-positive,positive-positive,1.436203421,0.816328185,0.189984213,0.042842172,0.28760548,0.040173131,0.005604606,0.084180368
250-250,04-May,Phoebe-Monica,positive-neutral,positive-neutral,0.901825906,0.685250091,0.137225076,0.002606387,1.039095592,0.052978702,0.77948876,0.298810023
250-250,05-Jun,Monica-Rachel,neutral-neutral,neutral-neutral,1.544506607,2.005733217,3.126515308,6.306320747,5.556468738,2.397185947,2.085536214,0.88804973
286-286,0-1,Chandler-Rachel,neutral-neutral,neutral-neutral,0.616281154,0.120348364,1.351673291,0.057073871,2.406286366,0.602117653,1.936899586,0.05358106
286-286,01-Feb,Rachel-Phoebe,neutral-neutral,neutral-neutral,0.612544838,0.805054281,0.621273185,0.37745654,1.633829921,0.212549714,0.100244527,0.225023818
286-286,02-Mar,Phoebe-Chandler,neutral-neutral,neutral-neutral,0.526556983,1.821635951,0.004841797,0.925026686,0.085257431,0.192752526,1.201321356,0.384568565
653-653,0-1,Chandler-Phoebe,neutral-neutral,neutral-neutral,0.651442211,0.459911005,0.352609597,0.434530411,1.307353022,0.259162132,0.264506126,0.354885471
653-653,01-Feb,Phoebe-Chandler,neutral-positive,neutral-positive,0.392390233,1.925345,1.098507021,0.679778549,0.914667871,0.330466679,1.584226269,0.239898457
906-906,0-1,Joey-Rachel,neutral-neutral,neutral-neutral,0.616861798,0.274183687,0.978600243,0.533187593,0.343939601,0.149804931,1.648086705,0.541076693
906-906,01-Feb,Rachel-Monica,neutral-neutral,neutral-neutral,1.147010862,1.213052779,1.040909727,0.234850369,3.502110828,2.661033036,1.741877783,0.300028922
906-906,02-Mar,Monica-Rachel,neutral-neutral,neutral-neutral,0.987787503,0.542170728,0.727998254,0.443052279,2.440756641,1.775286394,0.060026147,0.27006432
906-906,03-Apr,Rachel-Monica,neutral-positive,neutral-negative,0.041314731,0.143484938,0.215955663,0.20587974,0.077652948,0.746619037,1.550698043,0.735180664
906-906,04-May,Monica-Rachel,positive-positive,negative-positive,1.030595465,0.991832853,0.685322872,0.830485471,1.032871717,2.286221569,1.113728621,0.651453028
925-925,0-1,Woman-Chandler,neutral-neutral,neutral-neutral,1.375627858,1.27492189,0.921902343,0.800717015,0.836130252,0.019251452,0.422592605,0.845071004
925-925,01-Feb,Chandler-Mrs. Tedlock,neutral-neutral,neutral-neutral,0,0,0,0,0,0,0,0
925-925,02-Mar,Mrs. Tedlock-Chandler,neutral-neutral,neutral-neutral,0,0,0,0,0,0,0,0
650-650,0-1,Rachel-Monica,negative-neutral,negative-neutral,1.709199287,0.584610969,0.116379773,0.656661696,1.117961139,0.635412146,1.172774854,0.256503754
650-650,05-Jun,Monica-Rachel,negative-neutral,negative-neutral,1.361927658,1.627060155,1.249067135,0.471259745,0.901162984,1.958577854,1.525838126,0.234605011
650-650,06-Jul,Rachel-Monica,neutral-neutral,neutral-neutral,2.07725992,0.489036039,0.224981954,0.003085335,1.013691731,1.388473054,0.008387693,0.238672654
650-650,07-Aug,Monica-Rachel,neutral-positive,neutral-positive,0.417356413,1.502633462,0.38143769,0.627691067,0.801420894,0.502726412,0.486922392,0.224642474
650-650,08-Jan,Rachel-Monica,positive-neutral,positive-neutral,2.867206303,2.222255968,0.040075963,0.864863606,1.224096557,0.121083914,0.173614855,0.630196496
650-650,01-Feb,Monica-Phoebe,neutral-positive,neutral-positive,0.098988083,0.92217513,1.359814621,0.017585991,1.376681834,1.224586687,1.214417732,0.623682339
650-650,02-Mar,Phoebe-Monica,positive-neutral,positive-neutral,3.031056504,2.836008063,1.359814621,0.25475853,0.536306869,2.554831221,0.910927645,0.34283078
650-650,03-Apr,Monica-Phoebe,neutral-neutral,neutral-neutral,2.134002681,0.080824877,0.11635745,0.209490361,0.164904916,0.807199515,0.313289105,0.603373117
650-650,04-May,Phoebe-Monica,neutral-negative,neutral-negative,0.936451889,0.024638566,1.481804359,0.264854719,0.164904916,0.670870107,0.866712204,0.487631326
674-674,0-1,Ross-Joey,neutral-neutral,neutral-neutral,0.432210708,0.456928562,0.176817986,0.752213621,0.041102918,0.164022101,0.9457309,0.347621987
674-674,01-Feb,Joey-Phoebe,neutral-neutral,neutral-neutral,0.102600845,0.508697605,0.771438448,0.426474754,0.365486712,0.194726307,0.660849127,0.216977295
674-674,02-Mar,Phoebe-Joey,neutral-positive,neutral-positive,1.351987711,0.278020374,1.040733718,0.426474754,0.670251293,0.011387709,0.488518228,0.677222029
674-674,03-Apr,Joey-Phoebe,positive-neutral,positive-neutral,1.08127137,0.442521836,1.218370456,0.269898583,0.06921262,0.0000395,0.471003009,0.356564065
674-674,04-May,Phoebe-Chandler,neutral-neutral,neutral-neutral,0.496936238,2.079836052,0.926801038,0.454596295,1.189163489,0.095610715,0.437010901,0.780485221
674-674,07-Aug,Chandler-Ross,neutral-neutral,neutral-neutral,0.202365441,1.385045442,0.031400907,0.273918842,1.129637196,1.040323596,1.195049767,0.097824694
110-110,0-1,Joey-Ross,positive-neutral,positive-neutral,0.487910949,0.591353343,1.333260618,0.657189403,0.335373257,0.461826839,0.213619874,0.415227471
110-110,02-Mar,Ross-Joey,neutral-positive,neutral-positive,1.054064743,0.966924129,1.964840027,4.315321517,11.41071264,3.128335432,3.721294037,0.061473647
110-110,03-Apr,Joey-Ross,positive-positive,positive-positive,1.003260473,1.908086706,1.78640096,3.840235753,11.30089281,3.015200769,3.29175761,0.608685816
110-110,05-Jun,Ross-Chandler,neutral-negative,neutral-negative,0.278115848,0.07103063,0.866695451,0.25850833,0.026455937,0.046033251,0.214621493,0.337013679
110-110,06-Jul,Chandler-Ross,negative-positive,negative-positive,0.131122157,2.598636786,0.866695451,0.020965448,0.465735277,0.086607389,0.82723282,0.281144516
110-110,07-Aug,Ross-Chandler,positive-negative,positive-negative,0.178557591,1.442482855,0.503916296,0.224282689,1.251105579,0.217332392,0.862425357,0.03142282
511-511,0-1,Rachel-Ross,negative-neutral,negative-neutral,1.133857756,2.63873234,0.922558518,1.225302883,2.012218767,1.074819242,2.323918949,0.208189653
511-511,01-Feb,Ross-Rachel,neutral-negative,neutral-negative,0.925506694,1.86228245,1.079014254,0.18429333,1.481541673,1.28009958,1.393077583,0.027559836
511-511,02-Mar,Rachel-Ross,negative-positive,negative-negative,0.374199089,0.880373506,0.526937356,1.478506841,0.055936019,0.917288418,0.498710511,0.205715088
511-511,03-Apr,Ross-Rachel,positive-neutral,negative-neutral,0.472509362,0.980139536,1.465671774,1.478506841,0.262470237,1.012325611,0.353533417,0.339008902
511-511,04-May,Rachel-Ross,neutral-neutral,neutral-neutral,0.388070809,0.75843767,0.93035457,0.528335315,0.262470237,0.454523819,0.761433479,0.277786177
511-511,05-Jun,Ross-Rachel,neutral-negative,neutral-negative,0.91572451,0.324916392,0.164835584,0.320133404,0.156334819,0.211228604,0.488158949,0.153381217
21-21,01-Feb,Joey-Phoebe,neutral-neutral,neutral-neutral,0.450385381,1.148782864,0.302997305,0.249363164,1.598429112,1.20865314,1.170989431,0.326511405
21-21,02-Mar,Phoebe-Ross,neutral-neutral,neutral-neutral,0.329764823,1.784249685,0.949893939,0.69276574,1.317794363,0.975840507,0.880382633,0.278053717
21-21,03-Apr,Ross-Chandler,neutral-neutral,neutral-neutral,1.11666162,0.886188459,0.941299303,0.231987945,0.071715351,0.555723271,0.549840871,0.029263408
21-21,04-May,Chandler-All,neutral-neutral,neutral-neutral,0.646028791,0.569662491,0.352995479,0.832371397,0.23375342,0.250960724,1.896128767,0.184051465
21-21,05-Jun,All-Chandler,neutral-positive,neutral-positive,0.98803276,0.297855467,0.009783676,0.341875122,0.135582132,1.225456196,2.204063467,0.027560581
180-180,02-Mar,Chandler-All,neutral-neutral,neutral-neutral,1.386622504,0.583428664,0.52767426,0.349052972,0.689860847,0.219310894,0.578814043,0.223143025
180-180,03-Jul,All-Chandler,neutral-neutral,neutral-neutral,0.240066132,0.020996765,0.346284683,0.839549246,0.297175697,2.306949567,0.288475612,0.263648805
180-180,09-Mar,Chandler-All,negative-neutral,negative-neutral,0.25822481,0.003292142,0.52767426,0.839549246,0.199004409,1.27303364,1.212279712,0.31892495
180-180,03-Apr,All-Phoebe,neutral-positive,neutral-positive,1.695025597,0.553958769,1.39975764,0.126581122,0.083915615,1.530603673,1.903154456,0.981610728
180-180,04-May,Phoebe-Monica,positive-positive,positive-positive,0.19033005,0.809784507,0.259214813,0.451710995,0.474528694,0.410144755,0.774092179,0.397809792
180-180,05-Jun,Monica-Ross,positive-positive,positive-positive,1.104551452,1.642910269,1.444973384,0.021563929,0.409192932,1.108995503,0.002537729,0.20338723
180-180,6-0,Ross-Chandler,positive-neutral,positive-neutral,0.753027943,0.230049359,0.774662273,0.484941338,0.835123333,0.017950253,0.508795292,0.145966504
180-180,02-Jun,Chandler-Ross,neutral-positive,neutral-positive,0.98647841,0.862595658,0.31367519,0.250803074,0.54060947,0.207847478,0.552785964,0.157270681
180-180,06-Jul,Ross-Chandler,positive-neutral,positive-neutral,0.160077962,0.258170229,0.132285613,0.239693201,0.147924319,2.295486152,0.843124395,0.116764901
205-205,0-1,Chandler-Joey,positive-negative,negative-negative,0.458541813,1.229905809,0.492438899,0.242875941,0.083735546,0.427928703,0.252645749,0.062378429
205-205,01-Feb,Joey-Ross,negative-neutral,negative-neutral,0.193338641,0.728622758,0.080555781,0.007927133,0.347054088,0.249066748,0.082781826,0.168470107
205-205,02-Mar,Ross-Monica,neutral-negative,neutral-negative,0.945629541,0.057306871,0.25020734,0.495909009,0.299373097,0.108088009,0.149648467,0.523635422
205-205,03-Apr,Monica-Ross,negative-positive,negative-negative,0.482736217,1.182852586,0.285109864,0.258366127,0.628832602,0.295345383,0.188497231,0.081415141
205-205,04-May,Ross-Rachel,positive-negative,negative-negative,0.653582685,1.182732077,0.609647045,0.154952359,0.608719611,0.488905291,1.191632736,0.563934749
205-205,05-Jun,Rachel-Chandler,negative-negative,negative-negative,1.312841082,1.664374472,0.025225878,0.322283723,0.347872105,1.453190539,0.133002474,0.129188271
205-205,06-Jul,Chandler-Phoebe,negative-positive,negative-negative,0.999061028,0.512760029,0.52431558,0.480843679,0.301422247,0.284565429,0.580261823,0.005950289
145-145,0-1,Chandler-Monica,positive-neutral,negative-neutral,0.503503911,2.002476214,0.234148714,0.95690796,0.024184588,0.041957112,0.328486696,0.509859379
145-145,01-Feb,Monica-Chandler,neutral-negative,neutral-negative,0.181228224,0.292389778,0.672799172,0.269332728,0.761185714,0.080845163,0.09093707,0.69392078
145-145,06-Jul,Chandler-Monica,negative-positive,negative-negative,1.874664918,0.977905041,0.266274856,0.237030337,0.555782476,0.416151216,0.114989716,0.569829855
145-145,07-Feb,Monica-Chandler,positive-negative,negative-negative,1.410111174,2.52847398,1.184841763,1.218022887,1.211300703,0.431996671,0.685640504,0.425399576
145-145,02-Mar,Chandler-Ross,negative-neutral,negative-neutral,0.76059275,0.467451368,0.593272696,0.484941338,0.026803892,0.556177556,0.249700263,0.356056312
145-145,03-Apr,Ross-Chandler,neutral-negative,neutral-negative,0.119247046,0.013343872,0.049103964,0.239693201,2.481086085,3.39251397,1.342762043,0.495586728
145-145,06-Jul,Chandler-Monica,negative-positive,negative-negative,1.874664918,0.977905041,0.266274856,0.237030337,0.555782476,0.416151216,0.114989716,0.569829855
145-145,07-Aug,Monica-Phoebe,positive-negative,negative-negative,0.375632639,0.096011619,0.293994189,0.027682179,0.026336867,0.16004879,0.124855462,0.162835981
145-145,08-Sep,Phoebe-Monica,negative-negative,negative-negative,2.032426043,2.151682085,0.976717643,0.209490361,1.098950606,0.418318399,1.098031063,0.011438804
145-145,09-Oct,Monica-Joey,negative-negative,negative-negative,0.159654352,0.024506633,0.534765044,0.274195049,0.559737478,0.078664276,0.263224454,0.878295755
145-145,13-14,Joey-Monica,negative-positive,negative-positive,0.878861473,0.61112087,0.67575621,0.037022509,0.096877518,0.567540886,0.69552284,0.675409903
145-145,14-15,Monica-Joey,positive-negative,positive-negative,0.114133483,0.388415837,0.840499134,0.037022509,0.010566018,0.585300222,1.001018525,0.445277297
145-145,15-16,Joey-Phoebe,negative-positive,negative-positive,0.816064229,1.712997166,0.519315487,0.676936818,0.583939793,0.519275972,0.752078192,0.135633884
145-145,16-17,Phoebe-Joey,positive-neutral,positive-neutral,0.561718951,0.394988689,1.178287184,0.676936818,1.142290216,1.786406244,0.446404879,0.035763329
145-145,17-Apr,Joey-Chandler,neutral-negative,neutral-negative,0.114878351,0.35337421,0.459145593,0.46140716,0.427547477,1.12599553,0.403294219,0.040483202
145-145,06-Oct,Chandler-Joey,negative-negative,negative-negative,0.373739413,1.294295295,0.118316445,0.274337252,1.12133247,0.240880249,1.601100695,0.459863077
145-145,17-18,Joey-Chandler,neutral-positive,neutral-negative,0.956161794,1.004012272,1.173360603,0.029089114,1.143193126,1.936138615,0.749261373,0.357178484
301-301,0-1,Barry-Bernice,negative-negative,negative-negative,0.332586616,2.47902993,0.713163751,0.929729894,3.490837673,1.706318546,2.084932032,0.719620093
301-301,01-Feb,Bernice-Barry,negative-negative,negative-negative,0.165638451,2.665119,1.751371873,0.929729894,0.475349087,1.024409213,1.688631941,2.381286367
301-301,04-Jun,Barry-Rachel,negative-neutral,negative-neutral,0.15984353,1.340422993,1.402588918,0.74425151,0.410086329,0.290150472,1.424152259,1.88688889
301-301,10-Nov,Rachel-Mindy,neutral-positive,neutral-positive,0.597410187,0.012218849,1.005594519,0.160661284,0.715818151,0.754629653,1.463841181,0.41282219
301-301,11-Dec,Mindy-Rachel,positive-negative,positive-negative,2.292036134,1.330798531,1.318505991,0.047540626,0.02712978,0.359274928,1.498000497,0.512079182
301-301,Dec-13,Rachel-Mindy,negative-neutral,negative-neutral,1.013673341,0.412981304,1.318505991,0.668137459,0.997565296,0.215192131,1.245812626,0.674026819
301-301,13-14,Mindy-Rachel,neutral-positive,neutral-negative,0.880546931,1.721970654,1.162050255,1.292743191,0.594465984,1.316807427,1.22219797,0.968840833
301-301,14-15,Rachel-Mindy,positive-negative,negative-negative,0.202839993,0.330121251,0.306154152,1.292743191,1.87533483,1.563648741,2.703801713,1.951683634
301-301,15-16,Mindy-Rachel,negative-negative,negative-negative,0.210998086,2.041101857,0.632580266,1.709147012,1.096456894,1.245650695,0.729209566,1.25318688
457-457,0-1,Rachel-Barry,neutral-neutral,neutral-neutral,0.208027982,0.634422786,0.944247126,1.103136346,0.287721612,0.705325823,0.739892445,0.671655283
457-457,01-Feb,Barry-Rachel,neutral-negative,neutral-negative,1.254117766,2.156465153,0.463854501,1.103136346,0.499992449,0.629296069,0.748432274,0.48130846
457-457,02-Apr,Rachel-Barry,negative-neutral,negative-neutral,0.52444688,2.565261926,0.055249561,0.601278754,1.304122739,0.590170123,1.045657342,0.08584686
457-457,04-May,Barry-Rachel,neutral-positive,neutral-positive,0.240714083,0.452530273,1.463351188,0.601278754,2.365476926,1.061554602,2.497428281,0.552332432
457-457,05-Jun,Rachel-Barry,positive-positive,positive-positive,0.831442074,0.206216275,1.132169119,1.103136346,0.355151202,0.089866075,0.020552715,1.14721374
457-457,08-Sep,Barry-Rachel,negative-neutral,negative-neutral,0.084286341,0.291377997,0.530170304,0.013967392,0.633782361,0.240878581,0.265488199,0.347855992
457-457,09-Nov,Rachel-Barry,neutral-neutral,neutral-neutral,1.191657359,0.536025598,2.087482488,1.519540167,0.432749789,1.336405051,0.690095438,0.788736459
457-457,11-Dec,Barry-Rachel,neutral-positive,neutral-negative,0.921032516,1.402183906,2.556849697,1.311338256,0.734739817,0.492110549,0.263103986,0.718250178
457-457,02-Mar,Rachel-Bernice,negative-neutral,negative-neutral,1.194569888,0.887722992,1.828810932,0.201042159,0.751531308,0.817121532,0.749390416,0.242120163
457-457,03-Apr,Bernice-Barry,neutral-neutral,neutral-neutral,0.670123008,1.677538935,1.884060493,0.802320914,0.552591431,0.226951409,0.296266925,0.156273303
457-457,08-Sep,Barry-Rachel,negative-neutral,negative-neutral,0.084286341,0.291377997,0.530170304,0.013967392,0.633782361,0.240878581,0.265488199,0.347855992
457-457,09-Oct,Rachel-Bobby,neutral-neutral,neutral-neutral,0.883593557,0.485621569,0.118013043,0.333168007,0.465045867,1.163169603,0.287038259,0.878651228
457-457,10-Dec,Bobby-Rachel,neutral-positive,neutral-negative,0.612968714,0.38053674,0.351354166,0.541369917,1.632535473,0.665345998,0.139953194,0.808164947
457-457,Dec-13,Rachel-Bobby,positive-negative,negative-negative,0.452055697,1.12588391,0.080935708,0.209216708,1.00813499,0.953407676,1.080897535,0.489228327
457-457,13-Jun,Bobby-Barry,negative-positive,negative-positive,1.524055626,0.802081744,2.302879302,1.102121549,0.938744517,0.897754991,0.017267356,1.098962328
457-457,08-Oct,Barry-Bobby,negative-neutral,negative-neutral,0.799307216,0.776999566,0.648183347,0.347135399,1.098828229,0.922291021,0.02155006,1.22650722
457-457,10-Nov,Bobby-Barry,neutral-neutral,neutral-neutral,0.308063802,1.021647166,2.205495531,1.852708174,0.897795656,0.173235449,0.40305718,0.089914768
483-483,0-1,Ross-Chandler,neutral-negative,neutral-negative,0.640160299,0.374742277,0.857843922,0.496051212,0.367563989,0.311091702,0.065612135,0.037780392
483-483,01-Feb,Chandler-Ross,negative-neutral,negative-neutral,0.821848152,0.417429768,1.750039261,0.496051212,0.477383825,1.35661204,1.77461877,0.356863606
483-483,02-Mar,Ross-Joey,neutral-positive,neutral-negative,0.337401806,0.065414377,1.137494044,0.205859694,0.009529925,0.928490238,1.649688782,0.835842586
483-483,10-Nov,Joey-Ross,neutral-neutral,neutral-neutral,0.342405855,1.457565124,0.647285834,0.435500787,0.460979589,0.555101691,0.586955895,0.211534183
483-483,11-Mar,Ross-Joey,neutral-positive,neutral-negative,0.048347593,1.717034858,1.494372179,0.205859694,0.978848591,0.070227273,0.900284802,0.372051562
483-483,03-Apr,Joey-Chandler,positive-positive,negative-negative,1.524763729,1.780622304,0.475792246,0.456662768,1.351395489,1.086018237,2.29455694,0.836439478
483-483,04-May,Chandler-Joey,positive-neutral,negative-neutral,1.32631754,0.153014474,0.146306398,0.242875941,0.919837987,1.662438791,1.56606723,0.802276654
483-483,05-Jun,Joey-Chandler,neutral-negative,neutral-negative,0.072095867,1.45891699,0.035083179,0.488124079,0.428981548,0.125429673,1.090967979,0.396350786
483-483,06-Aug,Chandler-Joey,negative-negative,negative-negative,0.307563172,1.942537168,0.129659745,0.274337252,0.002575954,0.230903033,1.15363376,0.371840602
483-483,10-Jun,Joey-Chandler,neutral-negative,neutral-negative,0.661295504,0.215250053,1.847255345,0.060550425,0.342670048,0.174338083,1.506128781,0.153072136
483-483,06-Jul,Chandler-Monica,negative-neutral,negative-neutral,0.222291816,1.816197251,0.042050423,0.237314742,0.993870935,1.144357861,0.620142527,0.03759606
483-483,07-Aug,Monica-Joey,neutral-negative,neutral-negative,0.529854988,0.126339917,0.171710168,0.037022509,0.991294981,0.913454828,1.773776287,0.409436662
483-483,10-Nov,Joey-Ross,neutral-neutral,neutral-neutral,0.342405855,1.457565124,0.647285834,0.435500787,0.460979589,0.555101691,0.586955895,0.211534183
483-483,11-Dec,Ross-Phoebe,neutral-neutral,neutral-neutral,0.747389896,0.385513593,0.125554443,0.687347304,0.678168798,0.505690959,1.084044251,0.152685852
483-483,Dec-13,Phoebe-Ross,neutral-neutral,neutral-neutral,0.434126009,1.872420028,0.839310714,0.924890185,1.556727479,0.724157896,1.577554189,0.012461755
483-483,13-14,Ross-Phoebe,neutral-neutral,neutral-neutral,0.670908575,1.476592256,1.727494407,0.69276574,1.15603503,0.198833741,2.057314808,0.295989414
483-483,14-Aug,Phoebe-Joey,neutral-negative,neutral-negative,0.521933806,1.481563462,0.315891119,0.676936818,0.393209936,0.267440103,1.798265744,0.749592065
483-483,Oct-14,Joey-Phoebe,neutral-neutral,neutral-neutral,0.168201475,0.676223759,1.66102397,0.890723645,0.738455937,0.137801014,2.150760765,0.224679328
483-483,14-15,Phoebe-Joey,neutral-positive,neutral-negative,2.007804643,1.606451544,1.331538122,1.318297299,0.393209936,0.092767208,2.213426546,0.162881388
547-547,0-1,Rachel-Barry,positive-neutral,positive-neutral,2.382084217,0.469171822,2.38381501,1.396792027,0.789861874,2.362261448,1.176995751,1.121894966
547-547,01-Feb,Barry-Rachel,neutral-positive,neutral-positive,0.866455612,1.16506169,2.070903537,0.980388206,2.063486898,3.574936035,1.561288058,1.017670361
658-658,02-Mar,Chandler-Monica,positive-neutral,positive-neutral,0.305757045,0.719185872,0.404829578,0.458336087,0.301375124,1.121545312,1.280825007,0.518922701
658-658,03-Apr,Monica-Chandler,neutral-negative,neutral-negative,0.88783317,0.831085152,0.223440001,0.522656463,0.105032548,1.058163493,0.700148144,0.278455387
658-658,16-17,Chandler-Monica,negative-positive,negative-negative,1.808135969,1.255031404,0.244857428,0.253181532,0.90242938,0.01513198,0.134138076,0.992639987
658-658,17-0,Monica-Chandler,positive-neutral,negative-neutral,1.771320198,1.457592889,0.662090458,0.49842967,0.079283497,0.217161529,0.459669045,0.628023096
658-658,08-Sep,Chandler-Joey and Ross,neutral-neutral,neutral-neutral,0,0,0,0,0,0,0,0
658-658,09-Oct,Joey and Ross-Monica,neutral-positive,neutral-negative,0,0,0,0,0,0,0,0
658-658,10-Nov,Monica-Phoebe,positive-negative,negative-negative,0.340259395,1.096472334,0.130269201,0.249710436,0.799759301,0.745971711,0.528246859,0.369975121
658-658,11-0,Phoebe-Chandler,negative-neutral,negative-neutral,0.972677926,2.174829166,0.531821258,0.248719234,0.607947057,0.603171678,0.961137367,0.86036158
658-658,08-Nov,Chandler-Phoebe,neutral-negative,neutral-negative,0.541541892,1.598732543,0.894600412,0.739215509,0.079251957,0.224753337,0.820367218,0.351865913
658-658,11-Dec,Phoebe-Chandler,negative-neutral,negative-neutral,0.200845945,0.344974082,0.737905784,0.487025179,1.491488646,1.324139872,0.961137367,0.406186931
658-658,14-15,Chandler-Phoebe,neutral-neutral,neutral-neutral,0.14716903,0.264963612,0.520562742,0.480843679,0.50577212,0.526442464,1.371493647,0.404776861
658-658,15-16,Phoebe-Chandler,neutral-negative,neutral-negative,0.086265837,2.880001554,0.157783587,0.235595542,1.389313709,0.356103825,0.729229844,1.30982729
658-658,Dec-13,Chandler-Joey,neutral-neutral,neutral-neutral,0.804456306,2.945281009,1.10677399,0.274337252,1.041728849,0.570727824,0.975399462,0.192109283
658-658,13-14,Joey-Chandler,neutral-neutral,neutral-neutral,0.229243421,0.523064111,0.381215681,0.46140716,0.256358547,0.118549461,0.00760469,0.53400569
658-658,14-17,Chandler-Monica,neutral-positive,neutral-negative,1.574701102,1.360006538,0.117921726,0.49842967,0.018887791,0.18547062,0.508125727,0.087589557
658-658,17-18,Monica-Ross,positive-neutral,negative-neutral,1.293515398,0.904204489,0.071768272,0.258736469,0.137197332,0.64896509,0.138954412,0.084481249
658-658,18-19,Ross-Phoebe,neutral-neutral,neutral-neutral,0.741357625,0.991014554,0.591411145,0.223098413,0.177303237,1.370946729,0.034529361,0.139238005
658-658,19-20,Phoebe-Ross,neutral-neutral,neutral-neutral,0.242253522,0.4333914,0.056093942,0.014444469,0.481615774,1.663536376,0.166530244,0.19649181
